# Minimization of all pairs of events within each sample/bin, using mass-difference minimization with dilep edge and summing 4 closest combinations.
# Event file name = ../events/herwigpp-9563-events-complete-momcons-20150314_only_OFL.dat, SIMPLEX tolerance = 1e-12
1	1	11.4327	1e+30	1e+30	1e+30
1	2	4.22646	3.20106e+06	2770.24	3.33328e+06
1	3	16.8838	5.53216	1e+30	1e+30
1	4	15.2216	1e+30	1e+30	1e+30
1	5	19.1266	1e+30	1e+30	1e+30
1	6	1e+30	6.48745	1e+30	790.67
1	7	8.38559e+08	7.09e+08	8.38672e+08	7.09102e+08
1	8	16.072	20.4583	1e+30	1e+30
1	9	33.7204	236.999	1e+30	1e+30
1	10	1e+30	1e+30	1e+30	1e+30
1	11	1e+30	99.0957	1e+30	1e+30
1	12	2.08388	1e+30	1e+30	1e+30
1	13	28.4008	59.9264	1e+30	1e+30
1	14	14.4366	39690.2	1e+30	48421.8
1	15	17.4904	9525.41	6214.18	10435.4
1	16	2.11104	1e+30	1e+30	1e+30
1	17	35.8325	1e+30	1e+30	1e+30
1	18	182.793	217.895	1e+30	1749.71
1	19	1e+30	67.8748	1e+30	1e+30
1	20	49.0034	1e+30	1e+30	1e+30
1	21	3.11001	1e+30	1e+30	1e+30
1	22	3.37419	21.99	47033	46950
1	23	179.128	6498.64	2388.87	7096.5
1	24	2.7679	20.0849	1e+30	1e+30
2	1	11.4327	1e+30	1e+30	1e+30
2	2	3.58313	669606	25.4167	721569
2	3	2.8995	11.1984	9.88819	10.1377
2	4	20.2278	1e+30	42.6643	1e+30
2	5	31.675	1e+30	33.5302	1e+30
2	6	1e+30	4.74322	0.436424	3.90231
2	7	8.38558e+08	7.08999e+08	8.38559e+08	7.09e+08
2	8	22.8719	23.6276	22.5298	23.5704
2	9	5.74812	238.344	74.7088	262.106
2	10	1e+30	1e+30	1e+30	1e+30
2	11	1e+30	1e+30	1e+30	46.9699
2	12	1e+30	1e+30	1e+30	1e+30
2	13	9.08047	29.4675	26.3753	129.226
2	14	27.5353	39362.5	27.5585	39360.2
2	15	7.13171	1896.22	43.8871	1777.74
2	16	3.39328	1e+30	1.35491	1e+30
2	17	29.7602	1e+30	56.6785	1e+30
2	18	197.002	160.943	225.197	159.977
2	19	1e+30	1e+30	1e+30	1e+30
2	20	67.2822	1e+30	75.5085	1e+30
2	21	1e+30	1e+30	1e+30	1e+30
2	22	4.04694	23.079	34.7091	67.1748
2	23	99.358	6442.01	121.823	6443.49
2	24	1e+30	1e+30	1e+30	1e+30
3	1	4.22646	2770.24	3.20106e+06	3.33328e+06
3	2	3.58313	25.4167	669606	721569
3	3	8.84066	26.8531	484703	514265
3	4	15.5339	3525.44	9.65299e+06	9.56847e+06
3	5	9.16404	1e+30	1e+30	1e+30
3	6	15.6257	13.6333	2.21577e+06	1.19721e+07
3	7	8.38558e+08	7.08999e+08	8.71079e+08	7.41651e+08
3	8	5.8492	14.0052	1e+30	1e+30
3	9	10.7894	240.386	1e+30	1e+30
3	10	2.64511	508.228	223081	229503
3	11	8.75041	106.862	1.31149e+07	1.48229e+07
3	12	2.56345	738.4	2.28083e+06	872876
3	13	19.3965	34.9462	307739	1.00813e+06
3	14	14.3466	39482.9	1e+30	3.19824e+07
3	15	14.8259	3353.57	4.32004e+06	5.85702e+06
3	16	6.61283	1e+30	245589	226514
3	17	27.8806	1e+30	2.09719e+06	1.84204e+06
3	18	150.727	598.999	4.41264e+06	3.65055e+06
3	19	12.0988	89.5833	3.95247e+06	3.05735e+06
3	20	65.4998	5422.41	6.52564e+06	5.30042e+06
3	21	1.10896	39.0717	3.74581e+06	2.52957e+06
3	22	7.1603	27.7537	1.56114e+06	2.00363e+06
3	23	52.8529	6646.22	4.43625e+06	1e+30
3	24	12.1797	26.7253	242831	233363
4	1	16.8838	1e+30	5.53216	1e+30
4	2	2.8995	9.88819	11.1984	10.1377
4	3	8.84066	484703	26.8531	514265
4	4	30.4438	1e+30	29.8499	1e+30
4	5	14.6771	1e+30	17.5117	1e+30
4	6	4.33622	3.24741	5.98787	5.90845
4	7	8.38558e+08	7.08999e+08	8.38559e+08	7.09e+08
4	8	8.9145	8.9668	11.4115	11.3945
4	9	13.1688	245.163	174.29	383.605
4	10	7.55225	323.701	4.05606	238.366
4	11	10.7695	75.2757	18.8861	77.6992
4	12	2.14586	1e+30	4.51569	173.449
4	13	17.7215	29.8086	26.882	218.688
4	14	17.4509	39336.4	21.8148	39335.8
4	15	28.2669	1653.11	37.5286	2595.28
4	16	6.7423	921.633	4.17793	748.907
4	17	21.4386	1e+30	29.5377	1e+30
4	18	136.635	203.834	147.95	191.274
4	19	6.47857	67.8714	11.4847	69.1151
4	20	41.6785	4171.95	43.1261	4203.67
4	21	7.4561	31.5057	7.54422	1e+30
4	22	12.6679	24.7938	48.8249	91.5821
4	23	40.9737	6488.3	50.1291	6476.67
4	24	2.872	24.893	4.62676	25.0144
5	1	15.2216	1e+30	1e+30	1e+30
5	2	20.2278	42.6643	1e+30	1e+30
5	3	15.5339	9.65299e+06	3525.44	9.56847e+06
5	4	30.4438	29.8499	1e+30	1e+30
5	5	71.0559	1e+30	3924.75	1e+30
5	6	33.5105	37.3236	1e+30	2872.2
5	7	8.3856e+08	7.09002e+08	8.38569e+08	7.0901e+08
5	8	93.1336	106.185	1e+30	1e+30
5	9	35.985	244.454	5798.53	5959.57
5	10	17.3828	1e+30	1e+30	1e+30
5	11	103.792	560.721	1e+30	1e+30
5	12	6.35045	1e+30	1e+30	1e+30
5	13	16.7924	78.9948	1e+30	4740.45
5	14	11.626	43738.5	4469.83	47377.9
5	15	19.9817	33759.8	4028.72	32292.4
5	16	25.5332	1e+30	1e+30	1e+30
5	17	47.6309	1e+30	1e+30	1e+30
5	18	571.334	826.738	3649.32	3114.89
5	19	14.2092	108.682	1e+30	1e+30
5	20	52.8147	1e+30	1e+30	1e+30
5	21	11.9903	60.857	1e+30	1e+30
5	22	11.6105	32.2659	4459.53	4603.48
5	23	1035.58	7271.61	6084.31	1e+30
5	24	27.8026	39.2793	1e+30	1e+30
6	1	19.1266	1e+30	1e+30	1e+30
6	2	31.675	33.5302	1e+30	1e+30
6	3	9.16404	1e+30	1e+30	1e+30
6	4	14.6771	17.5117	1e+30	1e+30
6	5	71.0559	3924.75	1e+30	1e+30
6	6	20.0131	14.9233	1e+30	1e+30
6	7	8.38613e+08	7.09047e+08	8.38648e+08	7.09082e+08
6	8	24.1944	29.9808	1e+30	1e+30
6	9	485.735	523.102	30117.2	1e+30
6	10	13.5483	1e+30	1e+30	1e+30
6	11	65.3643	640.384	1e+30	1e+30
6	12	16.7883	1e+30	1e+30	1e+30
6	13	261.514	611.559	1e+30	1e+30
6	14	237.241	1e+30	1e+30	1e+30
6	15	18.655	128925	33453.4	197899
6	16	16.8663	1e+30	1e+30	1e+30
6	17	136.54	1e+30	1e+30	1e+30
6	18	374.784	1e+30	1e+30	1e+30
6	19	19.8753	84.3899	1e+30	1e+30
6	20	797.975	9065.64	1e+30	1e+30
6	21	23.0686	77.4101	1e+30	1e+30
6	22	63.7964	89.0369	46918.3	46622
6	23	193.327	6787.66	29698.9	29451.7
6	24	13.9039	36.0627	1e+30	1e+30
7	1	1e+30	1e+30	6.48745	790.67
7	2	1e+30	0.436424	4.74322	3.90231
7	3	15.6257	2.21577e+06	13.6333	1.19721e+07
7	4	4.33622	5.98787	3.24741	5.90845
7	5	33.5105	1e+30	37.3236	2872.2
7	6	20.0131	1e+30	14.9233	1e+30
7	7	8.38558e+08	7.08999e+08	8.38558e+08	7.08999e+08
7	8	21.6966	22.9324	18.2131	16.7057
7	9	22.0199	263.822	18.4122	259.135
7	10	1e+30	1e+30	2.30837	133.835
7	11	1e+30	90.9639	6.98434	72.7605
7	12	1e+30	1e+30	2.35424	113.728
7	13	4.37242	1e+30	37.1219	34.9166
7	14	24.5767	40367.2	26.6641	43723.6
7	15	29.5671	7679.05	20.5509	26787.8
7	16	1.45081	1e+30	1.89868	138.011
7	17	31.5083	1e+30	33.2119	922.199
7	18	252.712	178.753	238.779	164.584
7	19	1e+30	64.4471	15.414	68.5633
7	20	108.83	1e+30	108.5	3782.74
7	21	1e+30	1e+30	2.51345	52.2261
7	22	1e+30	1e+30	14.3168	27.9021
7	23	896.176	6464.65	849.352	6443.46
7	24	1e+30	1e+30	5.74364	24.4142
8	1	8.38559e+08	8.38672e+08	7.09e+08	7.09102e+08
8	2	8.38558e+08	8.38559e+08	7.08999e+08	7.09e+08
8	3	8.38558e+08	8.71079e+08	7.08999e+08	7.41651e+08
8	4	8.38558e+08	8.38559e+08	7.08999e+08	7.09e+08
8	5	8.3856e+08	8.38569e+08	7.09002e+08	7.0901e+08
8	6	8.38613e+08	8.38648e+08	7.09047e+08	7.09082e+08
8	7	8.38558e+08	8.38558e+08	7.08999e+08	7.08999e+08
8	8	8.38572e+08	8.3857e+08	7.09013e+08	7.09011e+08
8	9	8.3856e+08	8.3856e+08	7.09001e+08	7.09001e+08
8	10	8.38558e+08	8.38592e+08	7.08999e+08	7.09032e+08
8	11	8.38558e+08	8.38612e+08	7.09e+08	7.09052e+08
