# MASS DIFF FIT. combinatorics = 0 (true/false = 1/0)
# Event file name = ../events/herwigpp-9563-events-complete-momcons-20150314_only_OFL.dat, SIMPLEX tolerance = 1e-12
1	578.325	140.965	98.6851	59.8954	 0	 8.84066	1	 1
2	532.624	165.98	126.692	84.3619	 0	 71.0559	1	 2
3	619.377	138.964	100.562	55.4655	 0	 8.38558e+08	1	 3
4	603.894	200.078	155.548	120.07	 0	 55.5904	1	 4
5	529.356	126.871	92.6629	35.6209	 0	 25.7948	1	 6
6	551.64	168.348	130.759	85.8207	 0	 43.433	1	 7
7	429.826	181.772	144.814	99.2534	 0	 18.666	1	 8
8	497.992	156.86	114.606	76.1972	 0	 247.919	1	 9
9	531.635	161.057	125.691	76.3418	 0	 213.154	1	 10
10	593.252	253.582	213.131	173.28	 0	 933.667	1	 11
11	593.977	220.237	183.254	138.488	 0	 265.062	1	 13
12	653.252	231.704	194.154	150.363	 0	 480.106	1	 14
13	498.636	116.532	81.4962	22.6945	 0	 10.4205	1	 15
14	525.142	135.011	95.149	52.3249	 0	 10.9776	1	 16
15	511.318	163.756	125.915	81.2255	 0	 28.4093	1	 17
16	453.818	118.534	67.8326	38.5329	 0	 5.29189	1	 18
17	562.546	176.725	139.143	94.4608	 0	 32.5567	1	 19
18	1420.4	973.882	934.613	893.816	 0	 14141.9	1	 20
19	534.501	124.842	79.04	44.3364	 0	 0.209656	1	 21
20	549.849	178.078	141.476	95.2009	 0	 825.432	1	 22
21	539.738	141.532	98.6246	60.7095	 0	 21.8652	1	 23
22	539.449	145.125	110.377	58.3145	 0	 17.6339	1	 24
23	570.229	151.318	108.66	70.6634	 0	 9.66843	1	 25
24	463.46	140.958	100.194	59.1867	 0	 5.28115	1	 26
25	503.528	157.463	121.037	73.5374	 0	 16.6894	1	 27
26	525.533	110.904	69.875	25.8762	 0	 5.62479	1	 29
27	574.234	151.793	111.933	70.0082	 0	 18.6489	1	 30
28	514.837	140.453	103.403	55.8401	 0	 430.979	1	 31
29	502.04	110.555	75.9282	7.15342	 0	 2.15878	1	 32
30	501.551	128.154	90.0417	43.2204	 0	 15.7713	1	 33
31	542.472	184.329	144.371	103.377	 0	 125.757	1	 34
32	523.861	271.872	229.739	191.825	 0	 113.165	1	 35
33	575.709	169.762	127.925	89.1924	 0	 28.2485	1	 36
34	528.824	151.053	109.974	69.8258	 0	 15.8836	1	 37
35	581.262	203.618	163.198	123.033	 0	 29.6207	1	 39
36	544.927	155.898	118.359	72.8029	 0	 26.0479	1	 40
37	575.003	206.469	168.321	125.098	 0	 1701.6	1	 41
38	457.979	131.083	93.5701	45.8951	 0	 9.72557	1	 42
39	555.574	169.872	129.254	88.9177	 0	 24.9952	1	 44
40	559.145	152.298	110.938	71.2228	 0	 26.2327	1	 45
41	545.732	149.232	104.666	68.9839	 0	 74.1859	1	 46
42	543.345	161.419	125.669	77.1024	 0	 18.5978	1	 47
43	545.362	158.019	118.42	76.3185	 0	 40.8734	1	 48
44	532.177	133.367	94.735	49.564	 0	 50.8059	1	 49
45	540.993	149.615	113.792	64.5451	 0	 11.3831	1	 50
46	519.686	137.853	101.211	52.5324	 0	 74.5378	1	 51
47	538.769	157.976	122.065	73.6048	 0	 125.905	1	 52
48	547.695	160.974	118.909	80.3311	 0	 14.495	1	 53
49	552.635	174.333	136.974	91.8548	 0	 187.371	1	 54
50	475.283	154.826	118.116	70.993	 0	 1927.2	1	 56
51	477.618	123.377	75.1586	43.2701	 0	 1.68787	1	 57
52	569.877	161.831	122.95	79.87	 0	 14.8924	1	 58
53	465.828	103.959	62.722	16.4618	 0	 2.59503	1	 59
54	524.155	123.196	82.8428	39.7519	 0	 3.40072	1	 60
55	508.657	129.71	93.8728	42.1141	 0	 8.68096	1	 61
56	497.801	109.727	68.7772	24.2624	 0	 2.62317	1	 62
57	526.618	148.94	113.412	63.4882	 0	 15.0263	1	 63
58	536.788	132.926	94.4241	48.9592	 0	 18.4904	1	 64
59	498.277	146.691	107.185	64.4799	 0	 54.0138	1	 65
60	551.286	129.819	88.3301	47.8023	 0	 5.9375	1	 66
61	434.498	116.171	82.7325	16.0747	 0	 5.94465	1	 67
62	576.44	160.561	120.069	79.3525	 0	 18.8726	1	 68
63	508.699	233.78	194.164	153.192	 0	 26.3704	1	 69
64	520.211	171.371	134.437	88.4995	 0	 26.4399	1	 70
65	508.926	138.434	93.8554	58.005	 0	 7.12803	1	 72
66	470.189	115.53	72.0217	33.449	 0	 8.02643	1	 74
67	591.099	199.496	159.202	118.837	 0	 113.758	1	 75
68	540.376	108.729	72.5863	11.0991	 0	 23.7744	1	 76
69	471.563	110.917	65.8098	29.2208	 0	 2.0153	1	 77
70	518.993	88.1101	32.3441	7.02904	 0	 17.138	1	 78
71	498.483	104.097	65.444	10.0066	 0	 346.359	1	 79
72	538.634	176.655	139.142	94.3456	 0	 251.809	1	 80
73	517.034	158.862	121.815	75.5366	 0	 79.9282	1	 81
74	503.717	121.818	78.5541	40.1881	 0	 3.18981	1	 82
75	539.657	150.938	110.05	69.6248	 0	 11.0307	1	 83
76	560.527	156.424	118.463	73.664	 0	 19.3792	1	 85
77	489.431	121.883	86.6063	31.2048	 0	 8.98831	1	 87
78	522.922	137.106	100.073	52.1312	 0	 10.2416	1	 89
79	538.568	193.048	152.918	112.27	 0	 41.4627	1	 90
80	510.445	122.21	76.4525	41.5907	 0	 3.36235	1	 91
81	528.603	165.234	129.762	80.8689	 0	 22.212	1	 92
82	480.426	114.17	80.141	14.359	 0	 9.9349	1	 93
83	515.51	134.426	91.2676	53.4489	 0	 19.4675	1	 95
84	575.298	167.902	125.145	87.5318	 0	 68.5046	1	 96
85	468.967	108.007	70.1701	15.7949	 0	 2.99066	1	 97
86	568.403	171.006	129.054	90.4843	 0	 9.01158	1	 98
87	500.28	194.325	152.054	114.081	 0	 3.82197	1	 99
88	427.688	133.958	94.4182	50.9558	 0	 24.0853	1	 100
89	514.569	200.747	164.154	118.453	 0	 20.9937	1	 101
90	596.423	194.298	154.942	113.263	 0	 69.9751	1	 102
91	522.344	123.662	78.5435	42.9116	 0	 5.81877	1	 103
92	514.462	118.356	74.8446	36.5648	 0	 20.7552	1	 106
93	547.091	154.342	116.598	71.3226	 0	 21.9099	1	 107
94	550.155	157.695	113.95	77.4039	 0	 9.72971	1	 108
95	589.231	194.061	156.292	112.307	 0	 120.657	1	 109
96	482.916	155.304	115.591	73.5699	 0	 8.56944	1	 110
97	498.341	115.628	82.022	15.6664	 0	 73.9027	1	 113
98	454.605	124.732	89.5931	34.723	 0	 94.1497	1	 115
99	443.468	111.103	69.665	26.5835	 0	 5.40569	1	 116
100	543.719	124.008	85.9651	38.3292	 0	 6.5418	1	 117
101	578.218	165.97	127.163	84.0996	 0	 118.059	1	 119
102	584.248	173.061	134.456	91.2813	 0	 30.7464	1	 120
103	535.984	147.922	110.741	64.0526	 0	 18.9222	1	 121
104	687.182	262.877	222.602	182.572	 0	 366.882	1	 122
105	499.456	154.81	117.576	71.4177	 0	 12.0369	1	 123
106	508.065	121.021	80.9298	37.0462	 0	 8.61264	1	 125
107	496.693	245.323	205.777	164.781	 0	 17.4879	1	 126
108	489.683	126.305	81.1507	45.6748	 0	 6.75748	1	 127
109	516.485	131.639	95.1858	45.2477	 0	 5.79684	1	 128
110	505.806	159.579	120.016	77.9113	 0	 17.6615	1	 129
111	546.405	155.5	113.367	74.7733	 0	 17.3026	1	 130
112	548.803	193.062	155.613	111.114	 0	 52.5971	1	 131
113	669.058	238.475	197.962	158.127	 0	 82.7635	1	 132
114	539.797	172.895	135.779	90.2064	 0	 42.5901	1	 134
115	597.924	211.73	171.765	131.085	 0	 18.5253	1	 135
116	506.118	134.925	100.671	45.7967	 0	 11.563	1	 136
117	553.201	189.386	153.264	106.506	 0	 1738.89	1	 137
118	524.776	130.922	83.0367	50.8718	 0	 3.29724	1	 138
119	508.969	195.691	152.478	115.584	 0	 57.4066	1	 139
120	522.511	124.584	76.1885	44.5122	 0	 9.40695	1	 140
121	498.693	146.64	107.515	64.1848	 0	 34.3296	1	 141
122	667.922	246.265	207.989	165.336	 0	 60929.8	1	 142
123	542.424	175.844	138.641	93.3099	 0	 25.5191	1	 143
124	515.802	118.166	83.2677	24.9206	 0	 5.88636	1	 144
125	572.383	285.834	247.724	205.066	 0	 43.3	1	 145
126	525.714	135.334	92.583	54.2353	 0	 6.65711	1	 146
127	596.501	197.597	152.705	117.595	 0	 49.1585	1	 147
128	467.776	111.408	65.6966	30.0669	 0	 2.04526	1	 148
129	538.175	163.637	119.988	83.3919	 0	 11.6308	1	 149
130	1834.24	1240.83	1201.43	1160.79	 0	 254986	1	 150
131	545.515	166.515	131.069	82.1948	 0	 90.0202	1	 151
132	578.794	160.168	123.166	76.8709	 0	 24.4209	1	 152
133	585.614	168.089	126.996	87.268	 0	 456.502	1	 153
134	589.693	152.318	110.438	71.4361	 0	 123.971	1	 154
135	479.538	162.556	119.809	82.117	 0	 3.96176	1	 155
136	445.229	106.943	68.7156	14.8802	 0	 0.928896	1	 156
137	617.115	178.2	138.929	96.863	 0	 123.804	1	 157
138	540.485	138.313	97.583	56.3866	 0	 14.6055	1	 158
139	528.752	117.229	65.0223	37.2027	 0	 1.33425	1	 159
140	511.879	119.713	84.7646	27.3884	 0	 27.9576	1	 160
141	546.886	189.7	152.444	107.569	 0	 70330.2	1	 161
142	611.319	164.062	124.705	82.4253	 0	 75.2217	1	 162
143	568.275	202.654	163.63	121.6	 0	 176.492	1	 163
144	502.385	104.12	61.4912	18.7998	 0	 2.14805	1	 164
145	545.471	153.591	115.627	70.6946	 0	 428.44	1	 165
146	425.498	152.617	109.163	72.1945	 0	 5.71829	1	 166
147	777.707	368.756	329.599	288.461	 0	 2184.87	1	 167
148	525.769	119.433	70.1614	39.3715	 0	 1.16213	1	 168
149	452.83	160.193	120.771	78.4716	 0	 77.4986	1	 169
150	530.488	161.546	122.236	79.809	 0	 16.8908	1	 170
151	577.483	168.567	130.602	86.2873	 0	 83.893	1	 171
152	572.591	211.827	172.618	130.942	 0	 258.228	1	 172
153	538.283	111.661	72.5507	24.2441	 0	 5.35327	1	 173
154	484.591	124.667	88.4761	36.5156	 0	 10.8493	1	 174
155	562.742	169.934	130.164	88.6408	 0	 40.6653	1	 176
156	566.005	191.011	152.419	109.606	 0	 30.1866	1	 177
157	554.827	188.403	152.384	105.422	 0	 77.7395	1	 178
158	531.551	132.676	89.9949	51.4295	 0	 4.03947	1	 179
159	645.757	159.854	123.276	76.1947	 0	 601534	1	 180
160	449.742	110.954	75.4825	13.5535	 0	 6.4758	1	 181
161	508.024	149.687	113.317	65.1859	 0	 100.474	1	 183
