0.268038 -0.848559 0 0
-0.591146 1.00345 0 0
0.951785 -4.81192 0 0
-1.55796 0.889057 0 0
-14.8269 1.77291 0 0
8.32461 -106.696 0 0
5.09983 -1.75668 0 0
-7.27931 6.40191 0 0
-5.12578 7.47908 0 0
0.351124 0.343786 0 0
-4.51328 0.934982 0 0
-1.05579 43.0779 0 0
3.57567 -2.65076 0 0
-7.62368 8.07638 0 0
11.7638 -10.3461 0 0
10.6785 -10.4687 0 0
-12.9672 -4.54863 0 0
0.219558 -2.43654 0 0
2.02841 7.26781 0 0
20.0967 8.03139 0 0
7.30199 2.73981 0 0
-0.495187 -1.22333 0 0
-0.978966 -2.20811 0 0
-5.81382 -9.67783 0 0
-10.6717 -24.769 0 0
-27.6863 -8.88123 0 0
-1.13899 0.66481 0 0
-6.23137 17.8916 0 0
0.425784 0.20638 0 0
1.70536 -6.74836 0 0
18.2643 3.48853 0 0
4.70875 -7.24042 0 0
-19.2268 6.36265 0 0
2.11714 4.49816 0 0
3.52578 -1.10469 0 0
2.85972 1.38472 0 0
-9.34943 -40.5492 0 0
6.92865 -1.24032 0 0
1.27976 -4.43702 0 0
-5.67293 0.576011 0 0
2.10798 6.27136 0 0
-0.423029 0.0713556 0 0
10.0024 0.996123 0 0
-0.539831 2.5493 0 0
-2.78511 -1.89325 0 0
-0.944962 -0.185376 0 0
17.6656 -1.1726 0 0
2.67966 27.5325 0 0
11.3751 22.0791 0 0
12.4494 -1.16986 0 0
-0.353624 -9.58132 0 0
-1.61893 0.36852 0 0
1.56914 -1.42543 0 0
-1.03888 -0.344952 0 0
20.0295 -1.03606 0 0
-4.90311 -6.45429 0 0
-0.387608 -7.07211 0 0
0.264614 -0.617659 0 0
0.405017 -1.16444 0 0
-8.9864 0.070879 0 0
-23.6162 -9.42967 0 0
-1.31305 -3.71719 0 0
5.96548 -6.97198 0 0
7.26632 -6.23145 0 0
12.3709 19.3326 0 0
-31.1251 -12.9706 0 0
24.2811 3.48778 0 0
3.88798 -1.80918 0 0
-10.609 10.9569 0 0
0.310523 -0.799592 0 0
-19.7531 12.4493 0 0
10.6169 -11.9094 0 0
10.0521 -98.5989 0 0
8.50776 -2.00176 0 0
-7.40303 -4.64826 0 0
-8.05905 1.49698 0 0
5.67288 -10.0844 0 0
-0.630442 0.441667 0 0
-12.1574 -2.22404 0 0
-0.640435 -15.4507 0 0
9.51338 12.8328 0 0
16.7665 7.17161 0 0
-1.71265 -2.00146 0 0
-0.873899 -1.67289 0 0
-0.318545 -12.2178 0 0
11.4655 3.24778 0 0
16.1406 10.4673 0 0
62.8883 61.2463 0 0
16.7345 51.3605 0 0
-1.91558 -1.36049 0 0
30.3193 44.4389 0 0
-3.20501 -2.07598 0 0
4.36222 -6.74022 0 0
2.72124 0.326913 0 0
19.699 36.6451 0 0
5.42078 36.4316 0 0
-0.191485 -0.600013 0 0
0.664172 3.9167 0 0
-3.17944 3.65823 0 0
-5.47769 8.33671 0 0
-1.37688 -2.29535 0 0
-0.102523 0.19411 0 0
-8.25135 1.01162 0 0
18.8453 4.65053 0 0
-1.84499 0.378479 0 0
-1.94812 3.48148 0 0
1.92718 -5.34424 0 0
-7.57453 7.32479 0 0
-1.92772 -10.7091 0 0
-34.1441 -3.60057 0 0
16.9977 2.09831 0 0
14.3608 -21.3761 0 0
-5.24954 6.98857 0 0
13.5717 -7.21796 0 0
-3.64043 -1.35963 0 0
10.8718 -0.362721 0 0
-11.959 -15.0404 0 0
-0.448751 2.50006 0 0
1.56295 0.993997 0 0
8.69896 -6.82744 0 0
5.55436 -10.1406 0 0
11.2603 17.4912 0 0
-3.9806 1.82393 0 0
-11.9787 6.22295 0 0
-6.99352 -36.8447 0 0
-25.5192 -17.5848 0 0
-1.59793 -0.258555 0 0
2.22704 2.95081 0 0
