# Events minimized by cpp, combinatorics = 1 (true/false = 1/0)
# Event file name = ../events/HERWIG-events.dat, SIMPLEX tolerance = 0.1
88	568.054	179.745	143.906	97.1036	 0	 66.6245	0.68
89	563.216	180.864	145.711	97.6302	 0	 4.54101	0.84
90	571.05	180.083	143.938	97.3064	 0	 4.96078	0.72
91	569.304	181.518	144.132	96.5314	 0	 48.1348	0.64
92	567.87	181.804	145.432	101.825	 0	 45.0506	0.48
93	561.178	181.697	146.001	95.5661	 0	 375.555	0.56
94	568.687	181.029	145.76	98.0127	 0	 35.8596	0.64
95	565.954	180.424	145.034	96.4578	 0	 19.3935	0.6
96	563.457	180.477	144.399	99.2154	 0	 18.2756	0.76
97	567.668	182.386	145.822	99.0086	 0	 12.6254	0.68
98	549.599	179.102	145.421	100.304	 0	 67.852	0.48
99	580.479	179.196	148.1	100.164	 0	 968.256	0.48
100	566.902	181.607	145.05	99.6952	 0	 264.409	0.48
