# Versatile fit. Minimization_method = 2 , combosum = 2 .
# Event file name = ../events/herwigpp-9563-events-complete-momcons-20150314_only_OFL.dat , SIMPLEX tolerance = 1e-12 .
detAcut= 0
63	596.631	226.817	184.159	146.639	 0	 5587.42	1	 0.96	 65
64	523.882	145.423	106.558	62.5758	 0	 10870.1	1	 0.88	 66
65	535.066	161.898	123.634	79.4297	 0	 4301.77	1	 0.92	 67
66	560.708	185.515	146.13	104.235	 0	 7842.79	1	 0.92	 68
67	578.415	211.097	169.972	130.624	 0	 135350	1	 1	 69
68	561.861	159.34	121.452	76.5164	 0	 4430.64	1	 0.96	 70
69	489.463	127.331	88.0679	43.2665	 0	 9110.04	1	 1	 71
70	657.684	215.183	174.596	134.613	 0	 1.30926e+06	1	 1	 72
71	555.435	204.338	165.64	123.051	 0	 14124.8	1	 0.96	 73
72	516.989	137.612	100.785	52.2918	 0	 6807.96	1	 1	 74
73	544.298	192.133	155.202	109.725	 0	 66975.7	1	 1	 75
74	567.475	167.159	128.199	85.2727	 0	 1813.06	1	 0.92	 76
75	564.581	172.106	135.24	89.0683	 0	 2087.6	1	 1	 77
76	681.371	285.403	246.772	204.674	 0	 77139.5	1	 0.96	 78
77	486.775	119.814	81.5069	33.4127	 0	 249294	1	 0.96	 79
78	542.379	178.773	141.398	96.2988	 0	 86370.4	1	 1	 81
79	542.852	164.939	126.9	82.4408	 0	 1536.14	1	 0.92	 82
80	474.133	173.659	130.127	93.3685	 0	 19786.8	1	 0.92	 83
81	541.084	151.822	115.941	66.8244	 0	 20672.7	1	 0.96	 84
82	534.055	161.537	125.676	77.1723	 0	 17820.2	1	 0.96	 85
83	570.86	183.014	146.209	100.289	 0	 33574.9	1	 1	 86
84	548.464	153.354	114.333	71.0112	 0	 4361.85	1	 0.8	 87
85	503.407	123.671	88.7483	32.6221	 0	 18648.3	1	 1	 88
86	521.473	134.83	98.4646	48.613	 0	 15504.1	1	 1	 89
87	554.437	147.201	105.91	65.8095	 0	 97736.7	1	 1	 90
88	506.593	137.478	97.8231	54.6756	 0	 5606.54	1	 0.96	 91
89	560.466	198.571	158.927	117.574	 0	 5000.1	1	 0.96	 92
90	528.829	158.305	120.705	75.2271	 0	 3172.16	1	 1	 93
91	535.42	139.975	98.9427	58.16	 0	 697917	1	 1	 94
92	588.429	202.546	164.238	121.066	 0	 1708.54	1	 0.96	 95
93	537.78	165.299	128.265	82.1153	 0	 24687	1	 1	 96
94	623.339	217.196	179.098	135.813	 0	 4789.35	1	 0.96	 97
95	558.654	194.407	157.164	112.236	 0	 260541	1	 1	 98
