# Versatile fit. Minimization_method = 2 , combosum = 2 .
# Event file name = ../events/herwigpp-9563-events-complete-momcons-20150314_only_OFL.dat , SIMPLEX tolerance = 1e-12 .
detAcut= 0
1	539.661	169.63	129.275	88.4467	 0	 29162.4	1	 0.96	 0
2	541.07	170.783	133.821	87.7666	 0	 231112	1	 0.96	 1
3	564.989	164.428	126.158	82.0577	 0	 3835.93	1	 1	 2
4	550.995	167.429	127.873	85.8485	 0	 3651.46	1	 1	 3
5	546.576	180.346	142.154	98.3945	 0	 4900.39	1	 0.96	 4
6	524.027	159.643	121.873	76.7504	 0	 1645.36	1	 0.92	 5
7	525.848	164.35	126.666	81.5934	 0	 77385.2	1	 0.96	 6
8	566.623	192.021	152.948	110.716	 0	 6094.66	1	 0.96	 7
9	556.343	164.675	127.404	81.6396	 0	 3238.27	1	 0.96	 8
10	576.594	181.954	143.877	99.9772	 0	 7032.63	1	 0.96	 9
11	569.13	191.303	152.71	109.774	 0	 12725.4	1	 1	 10
12	607.828	207.12	165.796	126.664	 0	 18154.2	1	 1	 11
13	585.767	199.352	162.152	117.256	 0	 364710	1	 1	 12
14	597.119	176.425	136.972	95.0055	 0	 303073	1	 1	 13
15	560.585	222.441	185.018	140.812	 0	 239464	1	 0.92	 14
16	562.5	136.156	100.798	48.7827	 0	 345854	1	 0.96	 15
17	558.049	193.467	155.565	111.64	 0	 1.53949e+06	1	 0.92	 16
18	544.377	180.244	140.767	98.9092	 0	 70707.7	1	 0.96	 17
19	546.579	141.265	100.931	59.1285	 0	 8923.43	1	 0.92	 18
20	548.622	161.925	124.336	79.0023	 0	 19875.9	1	 1	 19
21	547.188	195.151	152.518	114.858	 0	 6344.46	1	 0.96	 20
22	548.552	189.666	152.652	107.252	 0	 3961.11	1	 0.96	 21
23	550.407	158.626	119.746	76.4113	 0	 44793.7	1	 0.96	 22
24	403.364	132.417	93.7749	48.3598	 0	 300255	1	 0.96	 23
25	535.878	157.224	116.443	75.9218	 0	 6020.94	1	 0.96	 24
26	626.249	191.86	152.003	110.854	 0	 64279.9	1	 0.96	 25
27	596.46	192.347	154.279	110.584	 0	 4478.48	1	 0.92	 26
28	499.057	147.595	111.099	62.8896	 0	 18555.9	1	 0.92	 27
29	429.092	89.753	131.912	171.311	 0	 3.97009e+06	1	 1	 28
30	554.462	191.427	153.745	109.443	 0	 16613.7	1	 0.92	 29
31	550.909	179.914	140.923	98.3553	 0	 116912	1	 1	 30
32	459.647	154.631	116.096	72.0346	 0	 8967.76	1	 0.96	 31
33	531.22	167.045	130.16	83.8229	 0	 3580.87	1	 1	 32
34	482.208	147.621	108.905	64.7947	 0	 82941.4	1	 0.96	 33
35	608.341	201.798	161.984	120.894	 0	 446624	1	 0.96	 34
36	557.842	188.872	149.509	107.637	 0	 106283	1	 0.92	 35
37	537.33	163.854	127.428	80.1176	 0	 3546.51	1	 1	 36
38	604.756	204.646	166.083	123.307	 0	 20236.2	1	 0.92	 37
39	580.219	163.067	125.088	80.4597	 0	 88531.5	1	 0.92	 38
40	588.987	200.096	162.134	118.416	 0	 82866.4	1	 1	 39
41	527.324	155.492	119.463	70.9093	 0	 5993.86	1	 1	 40
42	524.973	156.17	118.798	72.8107	 0	 429.056	1	 0.92	 41
43	555.106	162.105	124.247	79.3769	 0	 4856.9	1	 0.88	 42
44	487.632	129.519	88.4571	47.072	 0	 330522	1	 1	 43
45	562.355	169.955	129.18	88.9358	 0	 42059.4	1	 0.96	 44
46	563.413	177.38	137.918	95.9837	 0	 24515	1	 0.96	 45
47	572.561	190.537	151.579	109.159	 0	 55165.1	1	 0.92	 46
48	497.875	139.428	102.409	54.5116	 0	 15968.1	1	 1	 47
49	463.354	106.749	69.8257	8.80816	 0	 43420.9	1	 1	 49
50	488.073	153.651	117.4	69.1596	 0	 144518	1	 1	 50
51	504.305	139.394	103.163	53.5965	 0	 13008.7	1	 0.96	 51
52	555.993	156.513	116.729	74.7234	 0	 87965.7	1	 0.84	 53
53	617.382	219.541	177.264	139.301	 0	 17022.9	1	 1	 54
54	558.133	174.851	135.601	93.3052	 0	 1803.04	1	 1	 55
55	579.592	175.412	136.876	93.5236	 0	 38922	1	 0.96	 56
56	462.588	121.443	82.3414	36.342	 0	 219274	1	 0.96	 57
57	284.045	112.173	78.3674	4.90969	 0	 330142	1	 0.92	 58
58	522.33	144.577	108.098	59.593	 0	 78620.6	1	 0.96	 59
59	544.299	162.273	122.572	80.6219	 0	 31329	1	 0.96	 61
60	583.255	216.72	175.052	136.379	 0	 7741.25	1	 1	 62
61	513.961	149.99	113.3	65.657	 0	 3830.08	1	 0.96	 63
62	618.265	156.199	118.962	72.7347	 0	 104214	1	 1	 64
